,Lat,Lon,Cls,Nearest City
4584,-86.75,-47.75,EF,ushuaia
4585,-86.75,-47.25,EF,ushuaia
4586,-86.75,-46.75,EF,ushuaia
4587,-86.75,-46.25,EF,ushuaia
4588,-86.75,-45.75,EF,ushuaia
4589,-86.75,-45.25,EF,ushuaia
4590,-86.75,-44.75,EF,ushuaia
4591,-86.75,-44.25,EF,ushuaia
4592,-86.75,-43.75,EF,ushuaia
4593,-86.75,-43.25,EF,ushuaia
4594,-86.75,-42.75,EF,ushuaia
4595,-86.75,-42.25,EF,ushuaia
4596,-86.75,-41.75,EF,ushuaia
4597,-86.75,-41.25,EF,ushuaia
4598,-86.75,-40.75,EF,ushuaia
4599,-86.75,-40.25,EF,ushuaia
4600,-86.75,-39.75,EF,ushuaia
4601,-86.75,-39.25,EF,ushuaia
4602,-86.75,-38.75,EF,ushuaia
4603,-86.75,-38.25,EF,ushuaia
4604,-86.75,-37.75,EF,ushuaia
4605,-86.75,-37.25,EF,ushuaia
4606,-86.75,-36.75,EF,ushuaia
4607,-86.75,-36.25,EF,ushuaia
4608,-86.75,-35.75,EF,ushuaia
4609,-86.75,-35.25,EF,ushuaia
4610,-86.75,-34.75,EF,ushuaia
4611,-86.75,-34.25,EF,ushuaia
4612,-86.75,-33.75,EF,ushuaia
4613,-86.75,-33.25,EF,ushuaia
4614,-86.75,-32.75,EF,ushuaia
4615,-86.75,-32.25,EF,ushuaia
4616,-86.75,-31.75,EF,ushuaia
4617,-86.75,-31.25,EF,ushuaia
4618,-86.75,-30.75,EF,ushuaia
4619,-86.75,-30.25,EF,ushuaia
4620,-86.75,-29.75,EF,ushuaia
4621,-86.75,-29.25,EF,ushuaia
4622,-86.75,-28.75,EF,ushuaia
4623,-86.75,-28.25,EF,ushuaia
4624,-86.75,-27.75,EF,ushuaia
4625,-86.75,-27.25,EF,ushuaia
4626,-86.75,-26.75,EF,ushuaia
4627,-86.75,-26.25,EF,ushuaia
4628,-86.75,-25.75,EF,ushuaia
4629,-86.75,-25.25,EF,ushuaia
4630,-86.75,-24.75,EF,ushuaia
4631,-86.75,-24.25,EF,ushuaia
4632,-86.75,-23.75,EF,ushuaia
4633,-86.75,-23.25,EF,ushuaia
4634,-86.75,-22.75,EF,ushuaia
4635,-86.75,-22.25,EF,ushuaia
4636,-86.75,-21.75,EF,ushuaia
4637,-86.75,-21.25,EF,ushuaia
4638,-86.75,-20.75,EF,ushuaia
4639,-86.75,-20.25,EF,ushuaia
4640,-86.75,-19.75,EF,ushuaia
4641,-86.75,-19.25,EF,ushuaia
4642,-86.75,-18.75,EF,ushuaia
4643,-86.75,-18.25,EF,ushuaia
4644,-86.75,-17.75,EF,ushuaia
4645,-86.75,-17.25,EF,ushuaia
4646,-86.75,-16.75,EF,ushuaia
4647,-86.75,-16.25,EF,ushuaia
4648,-86.75,-15.75,EF,ushuaia
4649,-86.75,-15.25,EF,ushuaia
4650,-86.75,-14.75,EF,ushuaia
4651,-86.75,-14.25,EF,cape town
4652,-86.75,-13.75,EF,cape town
4653,-86.75,-13.25,EF,cape town
4654,-86.75,-12.75,EF,hermanus
4655,-86.75,-12.25,EF,hermanus
4656,-86.75,-11.75,EF,hermanus
4657,-86.75,-11.25,EF,hermanus
4658,-86.75,-10.75,EF,hermanus
4659,-86.75,-10.25,EF,hermanus
4660,-86.75,-9.75,EF,hermanus
4661,-86.75,-9.25,EF,hermanus
4662,-86.75,-8.75,EF,hermanus
4663,-86.75,-8.25,EF,hermanus
4664,-86.75,-7.75,EF,hermanus
4665,-86.75,-7.25,EF,hermanus
4666,-86.75,-6.75,EF,hermanus
4667,-86.75,-6.25,EF,hermanus
4668,-86.75,-5.75,EF,hermanus
4669,-86.75,-5.25,EF,hermanus
4670,-86.75,-4.75,EF,hermanus
4671,-86.75,-4.25,EF,hermanus
4672,-86.75,-3.75,EF,hermanus
4673,-86.75,-3.25,EF,hermanus
4674,-86.75,-2.75,EF,hermanus
4675,-86.75,-2.25,EF,hermanus
4676,-86.75,-1.75,EF,hermanus
4677,-86.75,-1.25,EF,hermanus
4678,-86.75,-0.75,EF,hermanus
4679,-86.75,-0.25,EF,hermanus
4680,-86.75,0.25,EF,hermanus
4681,-86.75,0.75,EF,hermanus
4682,-86.75,1.25,EF,hermanus
4683,-86.75,1.75,EF,hermanus
4684,-86.75,2.25,EF,hermanus
4685,-86.75,2.75,EF,hermanus
4686,-86.75,3.25,EF,hermanus
4687,-86.75,3.75,EF,hermanus
4688,-86.75,4.25,EF,hermanus
4689,-86.75,4.75,EF,hermanus
4690,-86.75,5.25,EF,hermanus
4691,-86.75,5.75,EF,hermanus
4692,-86.75,6.25,EF,hermanus
4693,-86.75,6.75,EF,hermanus
4694,-86.75,7.25,EF,hermanus
4695,-86.75,7.75,EF,hermanus
4696,-86.75,8.25,EF,hermanus
4697,-86.75,8.75,EF,hermanus
4698,-86.75,9.25,EF,hermanus
4699,-86.75,9.75,EF,hermanus
4700,-86.75,10.25,EF,hermanus
4701,-86.75,10.75,EF,hermanus
4702,-86.75,11.25,EF,hermanus
4703,-86.75,11.75,EF,hermanus
4704,-86.75,12.25,EF,hermanus
4705,-86.75,12.75,EF,bredasdorp
4706,-86.75,13.25,EF,bredasdorp
4707,-86.75,13.75,EF,bredasdorp
4708,-86.75,14.25,EF,bredasdorp
4709,-86.75,14.75,EF,bredasdorp
4710,-86.75,15.25,EF,bredasdorp
4711,-86.75,15.75,EF,bredasdorp
4712,-86.75,16.25,EF,bredasdorp
4713,-86.75,16.75,EF,bredasdorp
4714,-86.75,17.25,EF,bredasdorp
4715,-86.75,17.75,EF,bredasdorp
4716,-86.75,18.25,EF,bredasdorp
4717,-86.75,18.75,EF,bredasdorp
4718,-86.75,19.25,EF,bredasdorp
4719,-86.75,19.75,EF,bredasdorp
4720,-86.75,20.25,EF,bredasdorp
4721,-86.75,20.75,EF,bredasdorp
4722,-86.75,21.25,EF,bredasdorp
4723,-86.75,21.75,EF,bredasdorp
4724,-86.75,22.25,EF,bredasdorp
4725,-86.75,22.75,EF,bredasdorp
4726,-86.75,23.25,EF,bredasdorp
4727,-86.75,23.75,EF,bredasdorp
4728,-86.75,24.25,EF,bredasdorp
4729,-86.75,24.75,EF,bredasdorp
4730,-86.75,25.25,EF,bredasdorp
4731,-86.75,25.75,EF,bredasdorp
4732,-86.75,26.25,EF,bredasdorp
4733,-86.75,26.75,EF,bredasdorp
4734,-86.75,27.25,EF,bredasdorp
4735,-86.75,27.75,EF,bredasdorp
4736,-86.75,28.25,EF,bredasdorp
4737,-86.75,28.75,EF,kruisfontein
4738,-86.75,29.25,EF,kruisfontein
4739,-86.75,29.75,EF,kruisfontein
4740,-86.75,30.25,EF,kruisfontein
4741,-86.75,30.75,EF,port elizabeth
4742,-86.75,31.25,EF,port elizabeth
4743,-86.75,31.75,EF,port elizabeth
4744,-86.75,32.25,EF,port elizabeth
4745,-86.75,32.75,EF,port elizabeth
4746,-86.75,33.25,EF,port elizabeth
4747,-86.75,33.75,EF,port elizabeth
4748,-86.75,34.25,EF,port elizabeth
4749,-86.75,34.75,EF,port elizabeth
4750,-86.75,35.25,EF,port elizabeth
4751,-86.75,35.75,EF,port elizabeth
4752,-86.75,36.25,EF,port elizabeth
4753,-86.75,36.75,EF,port elizabeth
4754,-86.75,37.25,EF,port elizabeth
4755,-86.75,37.75,EF,port elizabeth
4756,-86.75,38.25,EF,port elizabeth
4757,-86.75,38.75,EF,port elizabeth
4758,-86.75,39.25,EF,port elizabeth
4759,-86.75,39.75,EF,port alfred
4760,-86.75,40.25,EF,port alfred
4761,-86.75,40.75,EF,port alfred
4762,-86.75,41.25,EF,port alfred
4763,-86.75,41.75,EF,port alfred
4764,-86.75,42.25,EF,port alfred
4765,-86.75,42.75,EF,port alfred
4766,-86.75,43.25,EF,port alfred
4767,-86.75,43.75,EF,port alfred
4768,-86.75,44.25,EF,port alfred
4769,-86.75,44.75,EF,port alfred
4770,-86.75,45.25,EF,port alfred
4771,-86.75,45.75,EF,port alfred
4772,-86.75,46.25,EF,port alfred
4773,-86.75,46.75,EF,port alfred
4774,-86.75,47.25,EF,port alfred
4775,-86.75,47.75,EF,port alfred
4776,-86.75,48.25,EF,port alfred
4777,-86.75,48.75,EF,port alfred
4778,-86.75,49.25,EF,port alfred
4779,-86.75,49.75,EF,port alfred
4780,-86.75,50.25,EF,port alfred
4781,-86.75,50.75,EF,port alfred
4782,-86.75,51.25,EF,port alfred
4783,-86.75,51.75,EF,port alfred
4784,-86.75,52.25,EF,port alfred
4785,-86.75,52.75,EF,port alfred
4786,-86.75,53.25,EF,port alfred
4787,-86.75,53.75,EF,port alfred
4788,-86.75,54.25,EF,port alfred
4789,-86.75,54.75,EF,port alfred
4790,-86.75,55.25,EF,port alfred
4791,-86.75,55.75,EF,port alfred
4792,-86.75,56.25,EF,port alfred
4793,-86.75,56.75,EF,port alfred
4794,-86.75,57.25,EF,port alfred
4795,-86.75,57.75,EF,port alfred
4796,-86.75,58.25,EF,east london
4797,-86.75,58.75,EF,east london
4798,-86.75,59.25,EF,east london
4799,-86.75,59.75,EF,east london
4800,-86.75,60.25,EF,east london
4801,-86.75,60.75,EF,east london
4802,-86.75,61.25,EF,east london
4803,-86.75,61.75,EF,taolanaro
4804,-86.75,62.25,EF,taolanaro
4805,-86.75,62.75,EF,taolanaro
4806,-86.75,63.25,EF,taolanaro
4807,-86.75,63.75,EF,taolanaro
4808,-86.75,64.25,EF,taolanaro
4809,-86.75,64.75,EF,taolanaro
4810,-86.75,65.25,EF,taolanaro
4811,-86.75,65.75,EF,taolanaro
4812,-86.75,66.25,EF,taolanaro
4813,-86.75,66.75,EF,taolanaro
4814,-86.75,67.25,EF,taolanaro
4815,-86.75,67.75,EF,taolanaro
4816,-86.75,68.25,EF,taolanaro
4817,-86.75,68.75,EF,taolanaro
4818,-86.75,69.25,EF,taolanaro
4819,-86.75,69.75,EF,taolanaro
4820,-86.75,70.25,EF,taolanaro
4821,-86.75,70.75,EF,taolanaro
4822,-86.75,71.25,EF,taolanaro
4823,-86.75,71.75,EF,taolanaro
4824,-86.75,72.25,EF,taolanaro
4825,-86.75,72.75,EF,taolanaro
4826,-86.75,73.25,EF,taolanaro
4827,-86.75,73.75,EF,taolanaro
4828,-86.75,74.25,EF,busselton
4829,-86.75,74.75,EF,busselton
4830,-86.75,75.25,EF,busselton
4831,-86.75,75.75,EF,busselton
4832,-86.75,76.25,EF,busselton
4833,-86.75,76.75,EF,busselton
4834,-86.75,77.25,EF,busselton
4835,-86.75,77.75,EF,busselton
4836,-86.75,78.25,EF,busselton
4837,-86.75,78.75,EF,busselton
4838,-86.75,79.25,EF,busselton
4839,-86.75,79.75,EF,busselton
4840,-86.75,80.25,EF,busselton
4841,-86.75,80.75,EF,busselton
4842,-86.75,81.25,EF,busselton
4843,-86.75,81.75,EF,busselton
4844,-86.75,82.25,EF,busselton
4845,-86.75,82.75,EF,busselton
4846,-86.75,83.25,EF,busselton
4847,-86.75,83.75,EF,busselton
4848,-86.75,84.25,EF,busselton
4849,-86.75,84.75,EF,busselton
4850,-86.75,85.25,EF,busselton
4851,-86.75,85.75,EF,busselton
4852,-86.75,86.25,EF,busselton
4853,-86.75,86.75,EF,busselton
4854,-86.75,87.25,EF,busselton
4855,-86.75,87.75,EF,busselton
4856,-86.75,88.25,EF,busselton
4857,-86.75,88.75,EF,albany
4858,-86.75,89.25,EF,albany
4859,-86.75,89.75,EF,albany
4860,-86.75,90.25,EF,albany
4861,-86.75,90.75,EF,albany
4862,-86.75,91.25,EF,albany
4863,-86.75,91.75,EF,albany
4864,-86.75,92.25,EF,albany
4865,-86.75,92.75,EF,albany
4866,-86.75,93.25,EF,albany
4867,-86.75,93.75,EF,albany
4868,-86.75,94.25,EF,albany
4869,-86.75,94.75,EF,albany
4870,-86.75,95.25,EF,albany
4871,-86.75,95.75,EF,albany
4872,-86.75,96.25,EF,albany
4873,-86.75,96.75,EF,albany
4874,-86.75,97.25,EF,albany
4875,-86.75,97.75,EF,albany
4876,-86.75,98.25,EF,albany
4877,-86.75,98.75,EF,albany
4878,-86.75,99.25,EF,albany
4879,-86.75,99.75,EF,albany
4880,-86.75,100.25,EF,albany
4881,-86.75,100.75,EF,albany
4882,-86.75,101.25,EF,albany
4883,-86.75,101.75,EF,albany
4884,-86.75,102.25,EF,albany
4885,-86.75,102.75,EF,albany
4886,-86.75,103.25,EF,albany
4887,-86.75,103.75,EF,albany
4888,-86.75,104.25,EF,albany
4889,-86.75,104.75,EF,albany
4890,-86.75,105.25,EF,albany
4891,-86.75,105.75,EF,albany
4892,-86.75,106.25,EF,albany
4893,-86.75,106.75,EF,albany
4894,-86.75,107.25,EF,albany
4895,-86.75,107.75,EF,albany
4896,-86.75,108.25,EF,albany
4897,-86.75,108.75,EF,albany
4898,-86.75,109.25,EF,albany
4899,-86.75,109.75,EF,albany
4900,-86.75,110.25,EF,albany
4901,-86.75,110.75,EF,albany
4902,-86.75,111.25,EF,albany
4903,-86.75,111.75,EF,albany
4904,-86.75,112.25,EF,albany
4905,-86.75,112.75,EF,albany
4906,-86.75,113.25,EF,albany
4907,-86.75,113.75,EF,albany
4908,-86.75,114.25,EF,albany
4909,-86.75,114.75,EF,albany
4910,-86.75,115.25,EF,albany
4911,-86.75,115.75,EF,albany
4912,-86.75,116.25,EF,albany
4913,-86.75,116.75,EF,albany
4914,-86.75,117.25,EF,albany
4915,-86.75,117.75,EF,albany
4916,-86.75,118.25,EF,albany
4917,-86.75,118.75,EF,albany
4918,-86.75,119.25,EF,albany
4919,-86.75,119.75,EF,new norfolk
4920,-86.75,120.25,EF,new norfolk
4921,-86.75,120.75,EF,new norfolk
4922,-86.75,121.25,EF,new norfolk
4923,-86.75,121.75,EF,new norfolk
4924,-86.75,122.25,EF,new norfolk
4925,-86.75,122.75,EF,new norfolk
4926,-86.75,123.25,EF,new norfolk
4927,-86.75,123.75,EF,new norfolk
4928,-86.75,124.25,EF,new norfolk
4929,-86.75,124.75,EF,new norfolk
4930,-86.75,125.25,EF,new norfolk
4931,-86.75,125.75,EF,new norfolk
4932,-86.75,126.25,EF,new norfolk
4933,-86.75,126.75,EF,new norfolk
4934,-86.75,127.25,EF,new norfolk
4935,-86.75,127.75,EF,new norfolk
4936,-86.75,128.25,EF,new norfolk
4937,-86.75,128.75,EF,new norfolk
4938,-86.75,129.25,EF,new norfolk
4939,-86.75,129.75,EF,new norfolk
4940,-86.75,130.25,EF,new norfolk
4941,-86.75,130.75,EF,hobart
4942,-86.75,131.25,EF,hobart
4943,-86.75,131.75,EF,hobart
4944,-86.75,132.25,EF,hobart
4945,-86.75,132.75,EF,hobart
4946,-86.75,133.25,EF,hobart
4947,-86.75,133.75,EF,hobart
4948,-86.75,134.25,EF,hobart
4949,-86.75,134.75,EF,hobart
4950,-86.75,135.25,EF,hobart
4951,-86.75,135.75,EF,hobart
4952,-86.75,136.25,EF,hobart
4953,-86.75,136.75,EF,hobart
4954,-86.75,137.25,EF,hobart
4955,-86.75,137.75,EF,hobart
4956,-86.75,138.25,EF,hobart
4957,-86.75,138.75,EF,hobart
4958,-86.75,139.25,EF,hobart
4959,-86.75,139.75,EF,hobart
4960,-86.75,140.25,EF,hobart
4961,-86.75,140.75,EF,hobart
4962,-86.75,141.25,EF,hobart
4963,-86.75,141.75,EF,hobart
4964,-86.75,142.25,EF,hobart
4965,-86.75,142.75,EF,hobart
4966,-86.75,143.25,EF,hobart
4967,-86.75,143.75,EF,hobart
4968,-86.75,144.25,EF,hobart
4969,-86.75,144.75,EF,hobart
4970,-86.75,145.25,EF,hobart
4971,-86.75,145.75,EF,hobart
4972,-86.75,146.25,EF,hobart
4973,-86.75,146.75,EF,hobart
4974,-86.75,147.25,EF,hobart
4975,-86.75,147.75,EF,hobart
4976,-86.75,148.25,EF,hobart
4977,-86.75,148.75,EF,hobart
4978,-86.75,149.25,EF,hobart
4979,-86.75,149.75,EF,hobart
4980,-86.75,150.25,EF,hobart
4981,-86.75,150.75,EF,bluff
4982,-86.75,151.25,EF,bluff
4983,-86.75,151.75,EF,bluff
4984,-86.75,152.25,EF,bluff
4985,-86.75,152.75,EF,bluff
4986,-86.75,153.25,EF,bluff
4987,-86.75,153.75,EF,bluff
4988,-86.75,154.25,EF,bluff
4989,-86.75,154.75,EF,bluff
4990,-86.75,155.25,EF,bluff
4991,-86.75,155.75,EF,bluff
4992,-86.75,156.25,EF,bluff
4993,-86.75,156.75,EF,bluff
4994,-86.75,157.25,EF,bluff
4995,-86.75,157.75,EF,bluff
4996,-86.75,158.25,EF,bluff
4997,-86.75,158.75,EF,bluff
4998,-86.75,159.25,EF,bluff
4999,-86.75,159.75,EF,bluff
5000,-86.75,160.25,EF,bluff
5001,-86.75,160.75,EF,bluff
5002,-86.75,161.25,EF,bluff
5003,-86.75,161.75,EF,bluff
5004,-86.75,162.25,EF,bluff
5005,-86.75,162.75,EF,bluff
5006,-86.75,163.25,EF,bluff
5007,-86.75,163.75,EF,bluff
5008,-86.75,164.25,EF,bluff
5009,-86.75,164.75,EF,bluff
5010,-86.75,165.25,EF,bluff
5011,-86.75,165.75,EF,bluff
5012,-86.75,166.25,EF,bluff
5013,-86.75,166.75,EF,bluff
5014,-86.75,167.25,EF,bluff
5015,-86.75,167.75,EF,bluff
5016,-86.75,168.25,EF,bluff
5017,-86.75,168.75,EF,bluff
5018,-86.75,169.25,EF,bluff
5019,-86.75,169.75,EF,bluff
5020,-86.75,170.25,EF,bluff
5021,-86.75,170.75,EF,bluff
5022,-86.75,171.25,EF,bluff
5023,-86.75,171.75,EF,bluff
5024,-86.75,172.25,EF,bluff
5025,-86.75,172.75,EF,bluff
5026,-86.75,173.25,EF,bluff
5027,-86.75,173.75,EF,bluff
5028,-86.75,174.25,EF,bluff
5029,-86.75,174.75,EF,bluff
5030,-86.75,175.25,EF,bluff
5031,-86.75,175.75,EF,bluff
5032,-86.75,176.25,EF,bluff
5033,-86.75,176.75,EF,bluff
5034,-86.75,177.25,EF,bluff
5035,-86.75,177.75,EF,kaitangata
5036,-86.75,178.25,EF,kaitangata
5037,-86.75,178.75,EF,kaitangata
5038,-86.75,179.25,EF,kaitangata
5039,-86.75,179.75,EF,kaitangata
5040,-86.25,-179.75,EF,vaini
5041,-86.25,-179.25,EF,vaini
5042,-86.25,-178.75,EF,vaini
5043,-86.25,-178.25,EF,vaini
5044,-86.25,-177.75,EF,vaini
5045,-86.25,-177.25,EF,vaini
5046,-86.25,-176.75,EF,vaini
5047,-86.25,-176.25,EF,vaini
5048,-86.25,-175.75,EF,vaini
5049,-86.25,-175.25,EF,vaini
5050,-86.25,-174.75,EF,vaini
5051,-86.25,-174.25,EF,vaini
5052,-86.25,-173.75,EF,vaini
5053,-86.25,-173.25,EF,vaini
5054,-86.25,-172.75,EF,vaini
5055,-86.25,-172.25,EF,vaini
5056,-86.25,-171.75,EF,vaini
5057,-86.25,-171.25,EF,vaini
5058,-86.25,-170.75,EF,vaini
5059,-86.25,-170.25,EF,vaini
5060,-86.25,-169.75,EF,vaini
5061,-86.25,-169.25,EF,vaini
5062,-86.25,-168.75,EF,vaini
5063,-86.25,-168.25,EF,vaini
5064,-86.25,-167.75,EF,vaini
5065,-86.25,-167.25,EF,mataura
5066,-86.25,-166.75,EF,mataura
5067,-86.25,-166.25,EF,mataura
5068,-86.25,-165.75,EF,mataura
5069,-86.25,-165.25,EF,mataura
5070,-86.25,-164.75,EF,mataura
5071,-86.25,-164.25,EF,mataura
5072,-86.25,-163.75,EF,mataura
5073,-86.25,-163.25,EF,mataura
5074,-86.25,-162.75,EF,mataura
5075,-86.25,-162.25,EF,mataura
5076,-86.25,-161.75,EF,mataura
5077,-86.25,-161.25,EF,mataura
5078,-86.25,-160.75,EF,mataura
5079,-86.25,-160.25,EF,mataura
5080,-86.25,-159.75,EF,mataura
5081,-86.25,-159.25,EF,mataura
5082,-86.25,-158.75,EF,mataura
5083,-86.25,-158.25,EF,mataura
5084,-86.25,-157.75,EF,mataura
5085,-86.25,-157.25,EF,mataura
5086,-86.25,-156.75,EF,mataura
5087,-86.25,-156.25,EF,mataura
5088,-86.25,-155.75,EF,mataura
5089,-86.25,-155.25,EF,mataura
5090,-86.25,-154.75,EF,mataura
5091,-86.25,-154.25,EF,mataura
5092,-86.25,-153.75,EF,mataura
5093,-86.25,-153.25,EF,mataura
5094,-86.25,-152.75,EF,mataura
5095,-86.25,-152.25,EF,mataura
5096,-86.25,-151.75,EF,mataura
5097,-86.25,-151.25,EF,mataura
5098,-86.25,-150.75,EF,mataura
5099,-86.25,-150.25,EF,mataura
5100,-86.25,-149.75,EF,mataura
5101,-86.25,-149.25,EF,mataura
5102,-86.25,-148.75,EF,mataura
5103,-86.25,-148.25,EF,mataura
5104,-86.25,-147.75,EF,mataura
5105,-86.25,-147.25,EF,mataura
5106,-86.25,-146.75,EF,mataura
5107,-86.25,-146.25,EF,mataura
5108,-86.25,-145.75,EF,mataura
5109,-86.25,-145.25,EF,mataura
5110,-86.25,-144.75,EF,mataura
5111,-86.25,-144.25,EF,mataura
5112,-86.25,-143.75,EF,mataura
5113,-86.25,-143.25,EF,mataura
5114,-86.25,-142.75,EF,mataura
5115,-86.25,-142.25,EF,mataura
5116,-86.25,-141.75,EF,mataura
5117,-86.25,-141.25,EF,mataura
5118,-86.25,-140.75,EF,rikitea
5119,-86.25,-140.25,EF,rikitea
5120,-86.25,-139.75,EF,rikitea
5121,-86.25,-139.25,EF,rikitea
5122,-86.25,-138.75,EF,rikitea
5123,-86.25,-138.25,EF,rikitea
5124,-86.25,-137.75,EF,rikitea
5125,-86.25,-137.25,EF,rikitea
5126,-86.25,-136.75,EF,rikitea
5127,-86.25,-136.25,EF,rikitea
5128,-86.25,-135.75,EF,rikitea
5129,-86.25,-135.25,EF,rikitea
5130,-86.25,-134.75,EF,rikitea
5131,-86.25,-134.25,EF,rikitea
5132,-86.25,-133.75,EF,rikitea
5133,-86.25,-133.25,EF,rikitea
5134,-86.25,-132.75,EF,rikitea
5135,-86.25,-132.25,EF,rikitea
5136,-86.25,-131.75,EF,rikitea
5137,-86.25,-131.25,EF,rikitea
5138,-86.25,-130.75,EF,rikitea
5139,-86.25,-130.25,EF,rikitea
5140,-86.25,-129.75,EF,rikitea
5141,-86.25,-129.25,EF,rikitea
5142,-86.25,-128.75,EF,rikitea
5143,-86.25,-128.25,EF,rikitea
5144,-86.25,-127.75,EF,rikitea
5145,-86.25,-127.25,EF,rikitea
5146,-86.25,-126.75,EF,rikitea
5147,-86.25,-126.25,EF,rikitea
5148,-86.25,-125.75,EF,rikitea
5149,-86.25,-125.25,EF,punta arenas
5150,-86.25,-124.75,EF,punta arenas
5151,-86.25,-124.25,EF,punta arenas
5152,-86.25,-123.75,EF,punta arenas
5153,-86.25,-123.25,EF,punta arenas
5154,-86.25,-122.75,EF,punta arenas
5155,-86.25,-122.25,EF,punta arenas
5156,-86.25,-121.75,EF,punta arenas
5157,-86.25,-121.25,EF,punta arenas
5158,-86.25,-120.75,EF,punta arenas
5159,-86.25,-120.25,EF,punta arenas
5160,-86.25,-119.75,EF,punta arenas
5161,-86.25,-119.25,EF,punta arenas
5162,-86.25,-118.75,EF,punta arenas
5163,-86.25,-118.25,EF,punta arenas
5164,-86.25,-117.75,EF,punta arenas
5165,-86.25,-117.25,EF,punta arenas
5166,-86.25,-116.75,EF,punta arenas
5167,-86.25,-116.25,EF,punta arenas
5168,-86.25,-115.75,EF,punta arenas
5169,-86.25,-115.25,EF,punta arenas
5170,-86.25,-114.75,EF,punta arenas
5171,-86.25,-114.25,EF,punta arenas
5172,-86.25,-113.75,EF,punta arenas
5173,-86.25,-113.25,EF,punta arenas
5174,-86.25,-112.75,EF,punta arenas
5175,-86.25,-112.25,EF,punta arenas
5176,-86.25,-111.75,EF,punta arenas
5177,-86.25,-111.25,EF,punta arenas
5178,-86.25,-110.75,EF,punta arenas
5179,-86.25,-110.25,EF,punta arenas
5180,-86.25,-109.75,EF,punta arenas
5181,-86.25,-109.25,EF,punta arenas
5182,-86.25,-108.75,EF,punta arenas
5183,-86.25,-108.25,EF,punta arenas
5184,-86.25,-107.75,EF,punta arenas
5185,-86.25,-107.25,EF,punta arenas
5186,-86.25,-106.75,EF,punta arenas
5187,-86.25,-106.25,EF,punta arenas
5188,-86.25,-105.75,EF,punta arenas
5189,-86.25,-105.25,EF,punta arenas
5190,-86.25,-104.75,EF,punta arenas
5191,-86.25,-104.25,EF,punta arenas
5192,-86.25,-103.75,EF,punta arenas
5193,-86.25,-103.25,EF,punta arenas
5194,-86.25,-102.75,EF,punta arenas
5195,-86.25,-102.25,EF,punta arenas
5196,-86.25,-101.75,EF,punta arenas
5197,-86.25,-101.25,EF,punta arenas
5198,-86.25,-100.75,EF,punta arenas
5199,-86.25,-100.25,EF,punta arenas
5200,-86.25,-99.75,EF,punta arenas
5201,-86.25,-99.25,EF,punta arenas
5202,-86.25,-98.75,EF,punta arenas
5203,-86.25,-98.25,EF,punta arenas
5204,-86.25,-97.75,EF,punta arenas
5205,-86.25,-97.25,EF,punta arenas
5206,-86.25,-96.75,EF,punta arenas
5207,-86.25,-96.25,EF,punta arenas
5208,-86.25,-95.75,EF,punta arenas
5209,-86.25,-95.25,EF,punta arenas
5210,-86.25,-94.75,EF,punta arenas
5211,-86.25,-94.25,EF,punta arenas
5212,-86.25,-93.75,EF,punta arenas
5213,-86.25,-93.25,EF,punta arenas
5214,-86.25,-92.75,EF,punta arenas
5215,-86.25,-92.25,EF,punta arenas
5216,-86.25,-91.75,EF,punta arenas
5217,-86.25,-91.25,EF,punta arenas
5218,-86.25,-90.75,EF,punta arenas
5219,-86.25,-90.25,EF,punta arenas
5220,-86.25,-89.75,EF,ushuaia
5221,-86.25,-89.25,EF,ushuaia
5222,-86.25,-88.75,EF,ushuaia
5223,-86.25,-88.25,EF,ushuaia
5224,-86.25,-87.75,EF,ushuaia
5225,-86.25,-87.25,EF,ushuaia
5226,-86.25,-86.75,EF,ushuaia
5227,-86.25,-86.25,EF,ushuaia
5228,-86.25,-85.75,EF,ushuaia
5229,-86.25,-85.25,EF,ushuaia
5230,-86.25,-84.75,EF,ushuaia
5231,-86.25,-84.25,EF,ushuaia
5232,-86.25,-83.75,EF,ushuaia
5233,-86.25,-83.25,EF,ushuaia
5234,-86.25,-82.75,EF,ushuaia
5235,-86.25,-82.25,EF,ushuaia
5236,-86.25,-81.75,EF,ushuaia
5237,-86.25,-81.25,EF,ushuaia
5238,-86.25,-80.75,EF,ushuaia
5239,-86.25,-80.25,EF,ushuaia
5240,-86.25,-79.75,EF,ushuaia
5241,-86.25,-79.25,EF,ushuaia
5242,-86.25,-78.75,EF,ushuaia
5243,-86.25,-78.25,EF,ushuaia
5244,-86.25,-77.75,EF,ushuaia
5245,-86.25,-77.25,EF,ushuaia
5246,-86.25,-76.75,EF,ushuaia
5247,-86.25,-76.25,EF,ushuaia
5248,-86.25,-75.75,EF,ushuaia
5249,-86.25,-75.25,EF,ushuaia
5250,-86.25,-74.75,EF,ushuaia
5251,-86.25,-74.25,EF,ushuaia
5252,-86.25,-73.75,EF,ushuaia
5253,-86.25,-73.25,EF,ushuaia
5254,-86.25,-72.75,EF,ushuaia
5255,-86.25,-72.25,EF,ushuaia
5256,-86.25,-71.75,EF,ushuaia
5257,-86.25,-71.25,EF,ushuaia
5258,-86.25,-70.75,EF,ushuaia
5259,-86.25,-70.25,EF,ushuaia
5260,-86.25,-69.75,EF,ushuaia
5261,-86.25,-69.25,EF,ushuaia
5262,-86.25,-68.75,EF,ushuaia
5263,-86.25,-68.25,EF,ushuaia
5264,-86.25,-67.75,EF,ushuaia
5265,-86.25,-67.25,EF,ushuaia
